,age,weight,height,gender,activity,kcal,breakfast,breakfast_kcal,lunch,lunch_kcal,dinner,dinner_kcal,total_kcal,workout,workout_kcal,label
2031-08-25 22:20:03.210235,23,75,176,male,light,2392.5,"BEEF,RIB,BACK RIBS,BONE-IN,LN & FAT,0"" FAT,SEL,CKD,BRSD",341,"BEEF,RIB,SML END (RIBS 10-12),LN,0""FAT,ALL GRDS,CKD,BRLD",193,"CHICKEN,BROILER,ROTISSERIE,BBQ,WING,MEAT ONLY",184,718,Standing (very light),180.0,0
2031-08-26 22:20:03.210235,23,75,176,male,heavy,3001.5,"VEAL,BREAST,WHL,BNLESS,LN,CKD,BRSD",218,"MOTHER'S,OLD FASHIONED ICED OATMEAL COOKIES",461,"GINKGO NUTS,DRIED",348,1027,Laundry Folding/Making Bed,180.0,0
2031-08-27 22:20:03.210235,23,75,176,male,low,2088.0,"BABYFOOD,DSSRT,TROPICAL FRUIT,JR",60,"AVOCADOS,RAW,FLORIDA",120,"CARROTS,CND,REG PK,DRND SOL",25,205,House Cleaning,270.0,1
2031-08-28 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"GAME MEAT,GOAT,CKD,RSTD",143,"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN & FAT,RAW",170,"KEEBLER,FUDGE SHOPPE,FUDGE-DIPPED ICE CRM CUPS",485,798,Playing with Kids (standing),225.0,0
2031-08-29 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"BEEF,LOIN,TOP SIRLOIN PETITE RST/FILET,BNLS,LN,0"" FAT,CHC,RW",132,"BABYFOOD,MEAT,BF W/VEG,TODD",68,"CRISPED RICE BAR,CHOC CHIP",404,604,"Cycling (hard, 14.1-16 mph)",810.0,1
2031-08-30 22:20:03.210235,23,75,176,male,heavy,3001.5,"BABYFOOD,VEG,GRN BNS,JR",24,SILK VANILLA SOY YOGURT (FAMILY SIZE),79,"PORK,FRSH,LOIN,CNTR LOIN CHOPS,BONE-IN,LN&FAT,CKD,PAN-FRIED",238,341,"Calisthenics (push-ups, etc.)",360.0,1
2031-08-31 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"MILK,NONFAT,FLUID,WO/ ADDED VIT A & VIT D (FAT FREE OR SKIM)",34,"SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STIR-FRIED,W/SALT",125,"BEEF,SHRT LOIN,TOP LOIN,LN&FAT,1/8""FAT,PRIME,CKD,BRLD",310,469,Bathing/Dressing,180.0,0
2031-09-01 22:20:03.210235,23,75,176,male,low,2088.0,"SNACKS,FRUIT LEATHER,PIECES,W/VIT C",373,"CARDOON,RAW",17,"BABYFOOD,JUC,ORANGE-CARROT",43,433,Rowing (200W),945.0,1
2031-09-02 22:20:03.210235,23,75,176,male,light,2392.5,"PORK,GROUND,72% LN / 28% FAT,CKD,PAN-BROILED",377,KNACKWURST  KNOCKWURST  PORK  BF,307,"CABBAGE,MUSTARD,SALTED",28,712,"Calisthenics (push-ups, etc.)",360.0,0
2031-09-03 22:20:03.210235,23,75,176,male,heavy,3001.5,"SOUP,BEAN W/ PORK,CND,COND",129,"CAULIFLOWER,RAW",25,"CAMPBELL'S RED&WHITE,CHICK & DUMPLINGS SOUP,COND",56,210,Rowing (200W),945.0,1
2031-09-04 22:20:03.210235,23,75,176,male,light,2392.5,"ICE CRM SNDWCH,VANILLA,LT,NO SUGAR ADDED",200,"BEEF,LOIN,TOP SIRLON CAP STK,BNLS,LN,1/8"" FAT,CHOIC,CKD,GRLD",189,"FAST FOODS,ENG MUFFIN,W/EGG,CHS,&CANADIAN BACON",228,617,Running (7.5 mph 8 min/mile),990.0,1
2031-09-05 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"CAMPBELL'S SEL SOUP,ITALIAN-STYLE WEDDING SOUP",53,"OCTOPUS,COMMON,RAW",82,"SNACKS,PITA CHIPS,SALTED",457,592,Running (7.5 mph 8 min/mile),990.0,1
2031-09-06 22:20:03.210235,23,75,176,male,mid,2697.0,"SALAD DRSNG,ITALIAN DRSNG,RED FAT,WO/ SALT",76,"CAKE,YEL,DRY MIX,PUDDING-TYPE",423,"INF FORMULA,NES,G START SUPR,W/ IRON,LIQ CONC,NOT RECON",127,626,"Walking (3.5 mph, 17 min/mile)",315.00000000000006,0
2031-09-07 22:20:03.210235,23,75,176,male,light,2392.5,"PORK,FRSH,SHLDR,ARM PICNIC,LN,CKD,RSTD",228,"BEEF,RND,BTTM RND,STEAK,LN,0"" FAT,ALL GRDS,CKD,BRSD",214,"KEEBLER,100 CAL RIGHT BITES,FUDGE SHOPPE,FUDGE COVERED PRETZ",455,897,Child Care (sitting),225.0,0
2031-09-08 22:20:03.210235,23,75,176,male,low,2088.0,"LAMB,DOM,LEG,SIRLOIN HALF,LN&FAT,1/8""FAT,CHOIC,RAW",261,"CAMPBELL'S RED & WHITE,CRM OF ONION SOUP,COND",81,"DIGIORNO PIZZA,PEPPERONI TOPPING,CHS STUFFED CRUST,FRZ,BKD",279,621,"Cycling (stationary, 100W)",405.0,0
2031-09-09 22:20:03.210235,23,75,176,male,low,2088.0,"SAUCE,TERIYAKI,RTS,RED NA",89,"BABYFOOD,DINNER,CHICK&RICE",51,"BEANS,BKD,CND,PLN OR VEGETARIAN",94,234,Chopping Wood,405.0,1
2031-09-10 22:20:03.210235,23,75,176,male,low,2088.0,"EGG,WHITE,RAW,FRESH",52,"GAME MEAT,BISON,GROUND,CKD,PAN-BROILED",238,"CHEESE,GRUYERE",413,703,Washing Car,315.00000000000006,0
2031-09-11 22:20:03.210235,23,75,176,male,heavy,3001.5,"BUTTERBUR,CKD,BLD,DRND,W/SALT",8,"SQUASH,SMMR,SCALLOP,CKD,BLD,DRND,W/SALT",16,"CEREALS RTE,KASHI HEART TO HEART,HONEY TSTD OAT",352,376,Aerobics (high impact),540.0,1
2031-09-12 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"FAST FOODS,POTATO,BKD&TOPPED W/CHS SAU",160,"SEAL,BEARDED (OOGRUK),MEAT,DRIED,IN OIL (ALASKA NATIVE)",367,"DRUMSTICK PODS,CKD,BLD,DRND,W/ SALT",36,563,"Cycling (stationary, 250W)",990.0,1
2031-09-13 22:20:03.210235,23,75,176,male,mid,2697.0,"KASHI,TLC,PITA CRISPS,SEA SALT",381,"BEEF,BRISKET,WHL,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",331,"FRANKFURTER,LO NA",312,1024,Aerobics (high impact),540.0,0
2031-09-14 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"CABBAGE,RAW",25,"BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,SEL,RAW",145,"ICE CREAMS,VANILLA,LT,SOFT-SERVE",126,296,Racquetball (recreational),315.00000000000006,1
2031-09-15 22:20:03.210235,23,75,176,male,low,2088.0,"BEEF,CHUCK,CLOD RST,LN & FAT,0"" FAT,CHOIC,CKD,RSTD",216,"SUNFLOWER SD KRNLS,TSTD,WO/SALT",619,"PREGO PASTA,HEART SMART- TRADITIONAL S",54,889,Volleyball (recreational),225.0,0
2031-09-16 22:20:03.210235,23,75,176,male,low,2088.0,"PORK,CURED,HAM & H2O PRDCT,SLCE,BNE-IN,LN & FAT,HTD,PAN-BRL",155,"BEANS,SNAP,GRN,CKD,BLD,DRND,W/SALT",35,"CAMPBELL'S CHUNKY SOUPS,BF W/ COUNTRY VEG SOUP",53,243,"Cycling (stationary, 100W)",405.0,1
2031-09-17 22:20:03.210235,23,75,176,male,low,2088.0,"PORK,CURED,HAM,EX LN&REG,CND,RSTD",167,"BEEF,TOP SIRLOIN,STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",212,"VEAL,SHLDR,WHL (ARM&BLD),LN&FAT,CKD,RSTD",184,563,"Sexual Activity (kissing, hugs)",90.0,0
2031-09-18 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"BOLOGNA,BF",299,"CAULIFLOWER,RAW",25,"INF FORMULA,ABBOTT NUTR,SIMILAC,ISOMIL,W/ IRON,RTF",66,390,Dancing (general),360.0,0
2031-09-19 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,0"" FAT,SEL,CKD,BRLD",172,"TOPPINGS,PINEAPPLE",253,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,CKD,ROTISSERIE,O",148,573,Standing (very light),180.0,0
2031-09-20 22:20:03.210235,23,75,176,male,mid,2697.0,"SQUAB,(PIGEON),LT MEAT WO/SKN,RAW",134,"SHARK,MIXED SPECIES,RAW",130,"BEEF,RIB EYE STEAK/ROAST,BNLESS,LIP-ON,LN,1/8"" FAT,SEL,RAW",148,412,"Cycling (light-moderate, 10-12 mph)",450.0,1
2031-09-21 22:20:03.210235,23,75,176,male,low,2088.0,"SABLEFISH,COOKED,DRY HEAT",250,"CHICKEN NUGGETS,FRZ,UNCKD",276,"TOMATOES,SUN-DRIED,PACKED IN OIL,DRND",213,739,"Mowing Lawn (walking, power)",360.0,0
2031-09-22 22:20:03.210235,23,75,176,male,light,2392.5,"PORK,FRSH,VAR MEATS&BY-PRODUCTS,TONGUE,CKD,BRSD",271,"ONIONS,RAW",40,"GROUND TURKEY,FAT FREE,RAW",112,423,"Cycling (stationary, 150W)",540.0,1
2031-09-23 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"SESAME BUTTER,TAHINI,FROM RSTD&TSTD KRNLS (MOST COMMON TYPE)",595,"CISCO,RAW",98,"ICE CRM,BAR OR STK,CHOC COVERED",331,1024,Rowing (50W),270.0,0
2031-09-24 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"SESAME STKS,WHEAT-BASED,UNSALTED",541,"TURKEY,ENHANCED,SKN FROM WHL,(LIGHT & DARK),RSTD",451,"SWANSON BROTH,VEG BROTH",5,997,Sexual Activity (active),135.0,0
2031-09-25 22:20:03.210235,23,75,176,male,mid,2697.0,"PUDDINGS,RICE,DRY MIX,PREP W/ 2% MILK",111,"BEEF,AUST,WAGYU,LN,TDRLN STK/RST,BNLS,LN&FAT,MRBLSCR 4/5,RAW",206,"GUAVA SAUCE,COOKED",36,353,Walking (4 mph 15 min/mile),360.0,1
2031-09-26 22:20:03.210235,23,75,176,male,low,2088.0,"TURKEY,WHL,ENHANCED,MEAT ONLY,RSTD",140,"BEEF,GROUND,80% LN MEAT / 20% FAT,PATTY,CKD,PAN-BROILED",246,"CAMPBELL'S SEL SOUPS,HEALTHY REQUEST C",44,430,"Cycling (hard, 14.1-16 mph)",810.0,1
2031-09-27 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"GROUND TURKEY,93% LN,7% FAT,PATTIES,BRLD",207,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD WLD BERRY",390,"TEA,INST,SWTND W/ NON-NUTRSWTNR,LEMON-FLAVOR,PDR,DECAFFE",338,935,"Cycling (stationary, 100W)",405.0,0
2031-09-28 22:20:03.210235,23,75,176,male,low,2088.0,"MACARONI & CHS DINNER W/ DRY SAU MIX,BOXED,UNCKD",379,"PORK,CURED,CANADIAN-STYLE BACON,GRILLED",185,"BEEF,CHK,UNDBLE CNTR STK,BNL,DENR CUT,LN & FAT,0""FAT, CH, RW",189,753,Cooking Food,180.0,0
2031-09-29 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,CHOIC,RAW",243,"CARB BEV,LO CAL,OTHR THN COLA OR PEPPER,W/ ASPRT,CONTNS CAFF",0,"BEEF,CHUCK FOR STEW,LN & FAT,CHOIC,CKD,BRSD",194,437,Raking Leaves,315.00000000000006,0
2031-09-30 22:20:03.210235,23,75,176,male,mid,2697.0,"KASHI,PILAF,7 WHL GRAIN",375,"ENTREES,CRAB CAKE",266,"CAMPBELL'S SEL SOUP,SAVORY WHITE BEAN W/ RSTD HAM SOUP",69,710,"Calisthenics (push-ups, etc.)",360.0,0
2031-10-01 22:20:03.210235,23,75,176,male,heavy,3001.5,"LAMB,AUS,IMP,FRSH,LEG,CNTR SLICE,BONE-IN,LN,1/8""FAT,CKD,BRLD",183,"SALAD DRSNG,MAYO,IMITN,SOYBN",232,"OSTRICH,GROUND,RAW",165,580,Rowing (200W),945.0,1
2031-10-02 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"BEEF,PLATE STEAK,BNLESS,OUTSIDE SKIRT,LN,0"" FAT,SEL,CKD,GRLD",268,"POTATO CHIPS,MADE FROM DRIED POTATOES,LT",502,"SAUCE,HOMEMADE,WHITE,THIN",105,875,Rowing (200W),945.0,1
2031-10-03 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"ORANGES,RAW,NAVELS",49,"BEEF,VAR MEATS&BY-PRODUCTS,HEART,RAW",112,"MCDONALD'S,SAUSAGE,EGG & CHS MCGRIDDLES",283,444,Aerobics (high impact),540.0,1
2031-10-04 22:20:03.210235,23,75,176,male,low,2088.0,"BROADBEANS (FAVA BEANS),MATURE SEEDS,RAW",341,"RESTAURANT,LATINO,AREPA (UNLEAVENED CORNMEAL BREAD)",219,"PAPA JOHN'S 14"" CHS PIZZA,THIN CRUST",295,855,"Running (6 mph, 10 min/mile)",720.0,0
2031-10-05 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"QUAKER,NAT GRANOLA APPL CRANBERRY ALMOND",418,"BF,CHK, CLOD,SHLDR TENDER,MED,LN & FAT,0"" FAT,SE,CKD,GRILLED",172,"ALCOHOLIC BEV,WINE,TABLE,ALL",83,673,Swimming (light),450.0,0
2031-10-06 22:20:03.210235,23,75,176,male,mid,2697.0,"BEEF,SHLDR STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED",169,"GRAPEFRUIT,RAW,PINK&RED&WHITE,ALL AREAS",32,"MALTED DRK MIX,NAT,PDR",428,629,Playing with Kids (standing),225.0,0
2031-10-07 22:20:03.210235,23,75,176,male,mid,2697.0,"BABYFOOD,CEREAL,RICE,DRY",391,"CHICKPEAS (GARBANZO BNS,BENGAL GRAM),MAT SDS,CND,DRND,RNSD",138,"CHERRIES,SWT,CND,H2O PK,SOL&LIQUIDS",46,575,"Cycling (stationary, 200W)",810.0,1
2031-10-08 22:20:03.210235,23,75,176,male,mid,2697.0,"WHITING,MIXED SPECIES,RAW",90,"PUDDINGS,CHOC,DRY MIX,INST,PREP W/ WHOLE MILK",120,"CEREALS RTE,KASHI GOLEAN CRISP CINN CRUMBLE",382,592,Swimming (light),450.0,0
2031-10-09 22:20:03.210235,23,75,176,male,heavy,3001.5,"BREAD,RICE BRAN,TOASTED",264,"FAST FOODS,CHESEBURGER; SINGLE,LRG PATTY; W/ CONDMNT & BACON",282,"CEREALS RTE,BEAR NAKED NUT CLUSTER CRUNCH,MAPLE PECAN WALNUT",374,920,Child Care (standing),270.0,0
2031-10-10 22:20:03.210235,23,75,176,male,low,2088.0,"VERMICELLI,MADE FROM SOY",331,"BEEF,CHUCK,TOP BLADE,LN,0"" FAT,SEL,CKD,BRLD",184,"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,FRIED,BATTER",324,839,Running 5.5 mph (11 min/mile),630.0000000000001,0
2031-10-11 22:20:03.210235,23,75,176,male,mid,2697.0,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW",235,"ICE CREAMS,CHOC,LT",187,"PORK,FRSH,VAR MEATS&BY-PRODUCTS,JOWL,RAW",655,1077,"Cycling (stationary, 50W)",225.0,0
2031-10-12 22:20:03.210235,23,75,176,male,low,2088.0,"PORK,CURED,HAM & H2O PRODUCT,RUMP,BONE-IN,LN,UNHTD",107,"MILK,CND,EVAP,NONFAT,W/ ADDED VIT A & VITAMIN D",78,"APRICOTS,DRIED,SULFURED,STWD,W/ SUGAR",113,298,Playing with Kids (standing),225.0,0
2031-10-13 22:20:03.210235,23,75,176,male,very_heavy,3306.0,KASHI TLC CRACKERS HONEY SESAME,398,"RESTAURANT,CHINESE,SWT & SOUR CHICK",250,"GIRL SCOUTS,CARAMEL DULCE DE LECHE COOKIES",520,1168,Trimming (manual),315.00000000000006,0
2031-10-14 22:20:03.210235,23,75,176,male,low,2088.0,"CEREALS RTE,QUAKER,MOTHER'S TSTD OAT BRAN CRL,BROWN SUGAR",373,"BEEF,BRISKET,FLAT HALF,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",213,"CEREALS,ROMAN MEAL,PLN,CKD W/ H2O,W/ SALT",61,647,"Cycling (light-moderate, 10-12 mph)",450.0,0
2031-10-15 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"MOTHER'S,ENG TEA SNDWCH COOKIES",469,"SOUP,TURKEY,CHUNKY,CND,RTS",57,"KEEBLER,SANDIES,PECAN SHORTBREAD COOKIES",541,1067,Swimming (moderate),630.0000000000001,0
2031-10-16 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"SALAD DRSNG,HONEY MUSTARD,REG",464,"KEEBLER,FUDGE SHOPPE,TRIPLE FUDGE FILLED COOKIES",533,"BUFFALO,FREE RANGE,TOP RND STEAK,CKD (SHOSHONE BANNOCK)",146,1143,Playing with Kids (standing),225.0,0
2031-10-17 22:20:03.210235,23,75,176,male,mid,2697.0,"MULBERRIES,RAW",43,"LAMB,AUS,IMP,FRSH,LOIN,LN,1/8""FAT,RAW",146,"BEEF,RIB EYE STEAK/ROST,BNLS,LIP-ON,LN & FAT,1/8"" FAT,CHC,RW",253,442,Rowing (200W),945.0,1
2031-10-18 22:20:03.210235,23,75,176,male,light,2392.5,"LAMB,DOM,COMP OF RTL CUTS,FAT,1/4""FAT,CHOIC,CKD",586,"MACARONI,WHOLE-WHEAT,DRY",348,"FAST FOODS,CHEESEBURGER; SINGLE,LRG PATTY; W/ CONDMNT & VEG",206,1140,"Running (10 mph, 6 min/mile)",1260.0000000000002,1
2031-10-19 22:20:03.210235,23,75,176,male,mid,2697.0,TOMATO POWDER,302,"MORNINGSTAR FARMS BBQ RIBLETS,FRZ,UNPREP",157,"LAMB,AUS,IMP,FRSH,SHLDR,BLADE,LN&FAT,1/8""FAT,RAW",262,721,"Cycling (stationary, 250W)",990.0,1
2031-10-20 22:20:03.210235,23,75,176,male,heavy,3001.5,"LITCHIS,RAW",66,"CHESTNUTS,EUROPEAN,RAW,UNPEELED",213,"BABYFOOD,DINNER,BF NOODLE,STR",63,342,Weight Training (light),225.0,0
2031-10-21 22:20:03.210235,23,75,176,male,mid,2697.0,"BEEF,RIB EYE RST,BONE-IN,LIP-ON,LN,1/8"" FAT,SEL,CKD,RSTD",219,"SOUP,BEAN W/ PORK,CND,COND",129,EGGNOG,88,436,Aerobics (high impact),540.0,1
2031-10-22 22:20:03.210235,23,75,176,male,mid,2697.0,HEALTHY REQUEST TOMATO JUC,21,"SARDINE,PACIFIC,CND IN TOMATO SAU,DRND SOL W/BONE",185,"BREAD,CORNBREAD,DRY MIX,UNENR (INCL CORN MUFFIN MIX)",418,624,"Running (10 mph, 6 min/mile)",1260.0000000000002,1
2031-10-23 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",182,"CARL BUDDIG,SMOKED SLICED TURKEY,LT&DK MEAT",160,"SALMON,SOCKEYE,CKD,DRY HEAT",169,511,Bathing/Dressing,180.0,0
2031-10-24 22:20:03.210235,23,75,176,male,heavy,3001.5,"GAME MEAT,BEEFALO,COMP OF CUTS,RAW",143,"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,SEL,CKD,BRSD",181,"PEAS,GRN,CND,NO SALT,SOL&LIQUIDS",53,377,Volleyball (recreational),225.0,0
2031-10-25 22:20:03.210235,23,75,176,male,light,2392.5,"COOKIES,PNUT BUTTER SNDWCH,REG",478,"INF FORMULA,MEAD JOHNSON,ENFAMIL,AR LIPIL,PDR,W/ ARA & DHA",509,"CAMPBELL'S RED & WHITE,HOMESTYLE CHICK NOODLE SOUP,COND",56,1043,Raking Leaves,315.00000000000006,0
2031-10-26 22:20:03.210235,23,75,176,male,light,2392.5,"V8 V. FUSION JUICES,ACAI BERRY",45,"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,SEL,RAW",119,"BEEF,VAR MEATS & BY-PRODUCTS,SUET,RAW",854,1018,Sitting Activities (very light),135.0,0
2031-10-27 22:20:03.210235,23,75,176,male,low,2088.0,"BEEF,RIBEYE FILET,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRILLED",199,LEBANON BOLOGNA  BF,172,"KEEBLER,SANDIES,PECAN SHORTBREAD COOKIES",541,912,"Cycling (v. hard, 16.1-19 mph)",945.0,1
2031-10-28 22:20:03.210235,23,75,176,male,low,2088.0,"CAMPBELL'S SEL SOUPS,HEALTHY REQUEST C",44,"SUNFISH,PUMPKIN SEED,RAW",89,"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,CKD,RSTD",205,338,Circuit Training,630.0000000000001,1
2031-10-29 22:20:03.210235,23,75,176,male,light,2392.5,"DESSERTS,EGG CUSTARD,BKD,PREPARED-FROM-RECIPE",104,"HEALTHY REQUEST,CRM OF CHICK SOUP,COND",65,"KELLOGG'S,EGGO,WAFFLES,HOMESTYLE,LOFAT",229,398,Standing (very light),180.0,0
2031-10-30 22:20:03.210235,23,75,176,male,mid,2697.0,"TOMATO PRODUCTS,CND,SAU,W/MUSHROOMS",35,"PORK,CURED,HAM,WHL,LN,UNHTD",147,"LENTILS,SPROUTED,CKD,STIR-FRIED,WO/SALT",101,283,Raking Leaves,315.00000000000006,1
2031-10-31 22:20:03.210235,23,75,176,male,light,2392.5,"TOASTER PASTRIES,BROWN-SUGAR-CINNAMON",412,"DOMINO'S 14"" CHS PIZZA,CLASSIC HAND-TOSSED CRUST",257,"BURGER KING,WHOPPER,W/ CHS",250,919,Playing with Kids (sitting),180.0,0
2031-11-01 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"DRUMSTICK LEAVES,CKD,BLD,DRND,WO/ SALT",60,"WHEY,SWEET,FLUID",27,"CANDIES,TRUFFLES,PREPARED-FROM-RECIPE",510,597,House Cleaning,270.0,0
2031-11-02 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,CHOIC,RAW",139,"SAUCE,TERIYAKI,RTS",89,"MAYONNAISE,LO NA,LO CAL OR DIET",231,459,"Running (6.6 mph, 9 min/mile)",855.0,1
2031-11-03 22:20:03.210235,23,75,176,male,low,2088.0,"BABYFOOD,DINNER,VEG&LAMB,JR",51,"KEEBLER,READY CRUST,CHOC PIE CRUST",490,"BEETS,PICKLED,CND,SOL&LIQUIDS",65,606,"Running (6.6 mph, 9 min/mile)",855.0,1
2031-11-04 22:20:03.210235,23,75,176,male,light,2392.5,"TOPPINGS,STRAWBERRY",254,"SALAD DRSNG,1000 ISLAND DRSNG,FAT-FREE",132,"MARGARINE,INDUS,SOY & PART HYDR SOY OIL,BAKING,SAUCES,CANDY",714,1100,"Running (5 mph, 12 min/mile)",540.0,0
2031-11-05 22:20:03.210235,23,75,176,male,low,2088.0,"INF FORM,ME JOHNS,ENFAM,LIP,LO IRON,LIQ CONC,W/ ARA & DHA",131,"SOURDOCK,YOUNG LEAVES (ALASKA NATIVE)",42,"PEPPER,BANANA,RAW",27,200,Walking (4 mph 15 min/mile),360.0,1
2031-11-06 22:20:03.210235,23,75,176,male,very_heavy,3306.0,ICE CRM COOKIE SNDWCH,240,"PHEASANT,LEG,MEAT ONLY,RAW",134,"BEEF,RND,TOP RND,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",209,583,"Running (6 mph, 10 min/mile)",720.0,1
2031-11-07 22:20:03.210235,23,75,176,male,light,2392.5,"CHEESE,SWISS",380,"CAMPBELL'S RED & WHITE,MANHATTAN CLAM CHOWDER,COND",48,"OSCAR MAYER,WIENERS LITTLE (PORK,TURKEY)",311,739,"Cycling (light, <10 mph)",540.0,0
2031-11-08 22:20:03.210235,23,75,176,male,heavy,3001.5,"KELLOGG'S,EGGO,WAFFLES,CINN TOAST",325,"YAMBEAN (JICAMA),CKD,BLD,DRND,WO/SALT",38,"INF FOR,PBM PR,UL BRI BEGI,LIQ CONC,NOT (FOR WYETH-AYERST)",130,493,Carrying Groceries (light),315.00000000000006,0
2031-11-09 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"SOUP,CRM OF ONION,CND,PREP W/ EQ VOLUME MILK",75,"BEEF,RIB,LRG END (RIBS 6-9),LN,0""FAT,ALL GRDS,CKD,RSTD",238,"PORK,CURED,HAM,PATTIES,UNHTD",315,628,Walking (3 mph 20 min/mile),270.0,0
2031-11-10 22:20:03.210235,23,75,176,male,heavy,3001.5,PUMPKIN PIE SPICE,342,"SOUP,BEAN W/ FRANKFURTERS,CND,PREP W/ EQ VOLUME H2O",75,"SOUP,VEGETARIAN VEG,CND,COND",59,476,Sweeping,225.0,0
2031-11-11 22:20:03.210235,23,75,176,male,heavy,3001.5,"COLLARDS,CKD,BLD,DRND,W/SALT",33,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,ALL GRDS,RAW",254,"POTATO CHIPS,WO/SALT,RED FAT",487,774,"Cycling (stationary, 100W)",405.0,0
2031-11-12 22:20:03.210235,23,75,176,male,low,2088.0,CAROB FLOUR,222,"VITASOY USA,ORGANIC NASOYA EX FIRM TOFU",98,"INF FORMULA,PBM PRODUCTS,ULTRA BRIGHT BEGINNINGS,PDR",524,844,Sleeping,90.0,0
2031-11-13 22:20:03.210235,23,75,176,male,heavy,3001.5,"DANDELION GRNS,CKD,BLD,DRND,W/SALT",33,"CARROTS,FRZ,CKD,BLD,DRND,WO/SALT",37,"WHISKEY SOUR MIX,PDR",383,453,Sweeping,225.0,0
2031-11-14 22:20:03.210235,23,75,176,male,mid,2697.0,"BULGUR,COOKED",83,"INF FORM,NESTLE,GOOD START SUPREME,IRON,DHA&ARA,PRP FR LC",66,"DESSERT TOPPING,SEMI SOLID,FRZ",318,467,Child Care (standing),270.0,0
2031-11-15 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"BEANS,KIDNEY,CALIFORNIA RED,MATURE SEEDS,CKD,BLD,W/SALT",124,"RASPBERRIES,FRZ,RED,SWTND",103,"SWAMP CABBAGE,CKD,BLD,DRND,W/SALT",20,247,Playing with Kids (standing),225.0,0
2031-11-16 22:20:03.210235,23,75,176,male,very_heavy,3306.0,ASCIDIANS (TUNUGHNAK) (ALASKA NATIVE),20,"PORK,SHLDR BREAST,BNLESS,LN & FAT,CKD,BRLD",162,"SARDINE,ATLANTIC,CND IN OIL,DRND SOL W/BONE",208,390,"Walking (3.5 mph, 17 min/mile)",315.00000000000006,0
2031-11-17 22:20:03.210235,23,75,176,male,mid,2697.0,"LAMB,AUS,IMP,FRSH,LEG,WHL (SHK&SIRL),LN&FAT,1/8""FAT,CKD,RSTD",244,PRUNE PUREE,257,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT & SKN,CKD,ROTISSERIE,O",233,734,"Cycling (light, <10 mph)",540.0,0
2031-11-18 22:20:03.210235,23,75,176,male,light,2392.5,"BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,CHOIC,RAW",232,"BABYFOOD,DINNER,MACARONI&CHS,STR",67,"OSTRICH,TENDERLOIN,RAW",123,422,Racquetball (recreational),315.00000000000006,0
